id	document	label
902181	대..실..망..장르노도 대..실..망..	0
6297745	몰입감 최고ㅋㅋ 조니에게 빙의되서 봤다 ㅋㅋㅋㅋ	1
1044715	슬픈 스무살의 자화상	1
5745981	뭐?? "안녕하소~1박!아이코여긴거기가아니군요..." ㅅㅂ OO	0
7506479	이런 소재로 이렇게 재미없는 영화가 만들어지기도 하는군요. 연출력 꽝.	0
6813831	너무재미있어서 1점줄게요	0
4410334	잘 자고 왓음	0
9638503	추격씬의 기세가 한풀 꺾인 중반 이후부턴 지지부진 흐지부지	0
1676471	여성이면서 남성의 고민과 심리를 섬세하게 표현해낸 감독이 존경스럽다	1
10264979	전작 재미없다는거 나는 재밌게봐서 2도 재미없다는거 그냥 봤는데 실망감이 큼	0
852607	어렸을때본이영화아직도 오싹함이잊혀지지않는다	1
9937430	그냥존나역겹고싫다 중학교1학년땐가 봤는데 ㄹㅇ 충격먹음 그냥 이거보면 기분이 개엿같다진짜	0
158181	재밌었죠..	1
9486630	재미있어요. 한번 보세요. 장난감들이 특히 재미있어요.	1
2976943	소소한 호모들이 보면 좋을 영화 ************네이버평점거품빼기위원회************	0
8937241	코난극장판통틀어최고♡	1
4795329	2006년도 영화가 1986년도 영화 느낌이 난다. ㅋ	0
5145605	처음엔 왕자 보고 뭐야? 그런데 갈수록 왕자가 사랑스러워!	1
4695879	내 이념과이상이 과연 옳은것인지 판단하려면 어떻게해야할까?애초에 옳은것이있을까?	1
3308928	무엇을 위한 영화였나?	0
9335064	이 필름이 개봉하지 않은 리허설이었다면.	0
9312698	E.T 와 월E같은 작품이랑 비교한다는거 자체가 웃긴 수준이다. 진짜 내용없고, 요즘 SF TV드라마도 이거보단 훨씬 잘 만들거다. B급도 안되는 C,D등급이다.	0
4172643	와우!	1
7657406	중국이OOO지	1
8423973	좋았어요. 영화도 배우도.	1
8058104	봉만대씨가 정말 명감독이라는 걸 느꼈다.	0
3965312	이런 영화를 왜? 찍지!	0
8166833	좋았어요. 예쁜 영상, 매력적인 대사. 감동적인 사랑과 반전. 결국 두 여자가 굿 우먼으로 끝나는 해피엔딩마저도.	1
3789053	차라리 미니시리즈 TV드라마로 만들지. 런님타임때문에 어쩔수없는건 알겠지만.	0
2102374	good	0
9107870	영화 보는 시간이 아까울 정도다. 쓰레기 어브 쓰레기 영화.	0
10270558	스토리는 개판이고 코난은 액션배우가 되어버렸음. 아 우리코난 추리탐정으로 되돌려주삼. 액션은 딴영화볼테니.. 글구 스토리작가 좀 신선하게 써주심 안되나? 화나네.	0
1786954	이거영화 소유 하고 계신분..여기 댓글좀 남겨줘요..쪽지~	1
9275028	진짜 사랑하는 영화. 잭 너무 좋아요.	1
6581962	참은석이엄마라는사람참한심하고답답하고어떻게엄마라는사람이대책도없고무능하고자식을저지경으로만든나쁜것들한테대하는태도가분노도없고하여튼저게교양인지너무착해서인지지식을키우는엄마로써은석이엄마만보면화가치밀어오른다	0
1404642	환장하겠구만...	0
2401783	시시하네..	0
9086077	It was very good!!!	1
6563114	최고입니다!	1
8667734	마이클 무어 감독은 고발영화 잘 만드는듯.	1
7473786	이런 막장중에 막장 드라마는 종영시켜야 합니다. 작가의 사생활이 의심스러울정도... 국민 정서를 흐트러뜨리는 저질 드라마.	0
8170332	루비반지 도무지 진전이없어요 계속 질질끄는것같음 진짜루비도 복수하는거보면 답답하지만 배경민도멍청함 그렇게 루비를 사랑했으면 알아차려야지 배경민이빨리알아차리면 좋겠는데 앞으로도 이런식으로질질끌면 안보고 기사만볼거임	0
8594365	뭐 이런 개 고추같은 영화가 다 있어	0
8629629	좋은 영화인 것 같아요... 연기 잘하는듯	1
1936151	꼬마 안성기씨네..	1
9369711	이 영화에 투자자 있음? 줫나 어이없네. 지가 일류배우도 아니고 대역 쳐 쓰고 자빠졌네 ㅡㅡㅗ	0
6861901	따분하다.	0
276889	3인조라서 3점 주는 것이 아니다 그만큼 조올작	0
4143360	아키 카우리스마키 우리는 눈빛으로 대화를 하지요 ㅋㅋ	1
9666198	10점 쓴새끼 죽인다... 어디서 봤나 했더니 스타1 영상에 쓰던 그래픽이랑 똑같다	0
9897878	제임스완 작품이라 좀 기대했는데 좀 약한듯. 이런저런 등장인물만 많고 코미디인지 호러인지 구분이 안감. 곧 3편 나오네. 괜찮을려나..	0
3591353	젠장 공포 스릴러 영화 맞나 보면서 지루해서 졸았다 ;;	0
9837628	너무 슬프게 끝나잖아 ㅠㅠ 다죽으면 어떡해....ㅠㅠㅠ	1
6432214	평점이 왜 이거 밖에 안돼?	1
6671877	신선한 관점의 하이틴 호러영화도 오랜만 , 조은경 감독을 주시할 것 , 하이틴과 예쁘게 입맞춤한 호러, <귀소년>의 속편을 보고 싶다, 아래의 네이버평점을 보고 방금 시청했습니다.전문가평점도 믿을게 못됨..황진미씨평점이양심이있네요..여고괴담이훨났다~	0
3310284	오션스일레븐에 비교하다니 참 쓰레기영화네 내다버려 이런영화	0
6723963	내 셀카가 더 잼있다	0
3683108	도랏나 ㅡㅡ	0
6406669	황우슬혜랑 차인표가 주인공이냐 이 말같지도 않은 시트콤이? 맨날 내용이 산으로가ㅋ	0
6878666	이혜영 강남에서,10여년전에 한번 봤는데,007처럼,은색 재규어 몰고 다니더라.방송일만 하면,개나소나 다 끌고다니는 외제차 아직 한번도 못뽑아 봤으니,참.인생 왜 사나 싶다.그게 무슨 캡슐에서 뽑는,갸차폰 완구도 아니고,다들 재주도 좋네.쉽게 뽑으니.	0
164028	저두 별주기가 아까움..무슨 내용인지..쩝,ㅠ.ㅠ	0
9135788	별점 매겨달라하는것도 뻔뻔하게 느껴지는 쓰레기 드라마	0
8940738	너무좋아.... 꼭봐 그리고 남자가사랑할때도 봐 꼭봐 재밌어	1
1332973	아주 쓰레기이다 레즈비언이 나왔는데 눈 배렸다	0
5404896	어줍잖지는 않다.	0
9251614	크리스찬베일의 연기+ 좋은 감독 + 명조연 + 뛰어난 몰입감 + 신선한 결말	1
7299733	아 진짜 보면서 소름돋았네요. 좀 더 많은사람들이 함께 봤으면 좋겠습니다 최고!!	1
9423112	이곳이 성지인가로또 1등 되게 해주세요	0
3632346	이제는 모니터에서 처녀가 나오면, 플랜카드 들고 환영해줄 자신있다.	0
9982469	전형적인 일본 학원물 오바액션이지만 두 주연배우의 연기가 살렸다.정상을 향한 순수한 열정을 잘표현한 수작.	1
9008073	영화 참 좋다. 많은 것을 생각할 수 있게 해준다. 몇일 동안 머릿속을 어지럽힌다. 나의 무게는 뭘까	1
6858632	f리키 슈러더에 그 주근깨 얼굴... 마지막장면에서 울부짖던 모습이 잊혀지질않는....~~~	1
9702234	오늘봤는데 진짜 엔딩이 재미있게끝남	1
8915334	모성애를 주제로 하는 자극적이고 흔한 신파극이 아닌 잔잔한 감동과 긴 여운을 주는 엄마와 딸에 대한 이야기	1
9802630	유치하고 개연성없는 영화	0
3228639	다소 난해하기도 했고 초중반부까지 지루하기도했지만 어느 순간 몰입하게되네요ㅋ	1
2444608	너무 재밌어요^^	1
8266031	처음 시작할 때 혼자서 왜 놀라는거임?	0
7013793	지저분하고 불쾌한 영화.	0
30014	솔직합니다	0
9357978	제 생각엔 명작 중에 명작입니다. 강력 추천합니다.	1
8676051	사랑스러운 영화 계속 보게됨	1
2719723	감명깊게 봤음 ㅋㅋ열심히 살아야겠다	1
7476802	별 1개도주기아깝다 여자애한명을 두고 남자둘의 싸움내용임 그냥 소설다운 내용이라고할까나	0
778724	포스님의 귀여운 연기 잘봤어요. 사고때문에 중단되서 아쉽네요	1
10080330	걍 ㅎㅌㅊ영화인거같다 참고로 끝까지봄	0
6684036	나중이라도 꼭 한번 보고싶습니다!!	1
2061606	뭐야 대중을 공감시켜야지 감독지혼자만 공감하냐	0
1270117	캐스팅 봐라!! 전에는 그냥 생각없이 봤는데 장난이 아니구나	1
10125406	이영화가 잘됫으면좋겟음	1
5828556	Two thumbs up!!	1
5143022	잼있어요...	1
9355453	세금, 면세, 쇼핑의 삼박자	0
5514826	안돼안돼 높아도 너무 높아	0
8645271	토나온다 레알 이게 뭔얘긴지 이해불가다. 캐치온으로 봤지만 진짜로 이거 보지말것을 강력하게 뜯어말리고싶다.	0
1760552	시원한 장면도 있었지만 너무 장난스럽다..	0
9972278	펭귄과 친하게 지내고 싶다.	1
7210059	내 생애 최고의 시트콤	1
1839455	중국니들도다를건없다.일본에게당한역사중국보다한국이더심각했음	0
9419135	정말 좋아요! 늘 속으로만 생각해왔던걸 속시원하게 해결해준듯한 느낌의 영화입니다 최고~ 야구모자의 대사 하나하나가 정말 인상 깊네요.	1
9723117	장엄하고 엄숙한 연출과 영상미. 역시 리들리 스콧이다.	1
9306669	너무질질끈다..거참 싫다 짜증날라그래친자확인으로 몇 회나 끄는거냐재판장 장면만 대체 몇번 보는거냐걍 한 번에 후딱 끝내면 안 되냐	0
10183615	서기가 너무 착해요 ㅠㅠ 나쁜삼장 그냥 서기 앙탈좀 받아주지 ㅡㅡ	1
3133186	한일월드컵시절영화.. 어설프고 촌스러워 부끄럽다	0
9246120	꼭 보세요. 꿀잼입니다 ㅎㅎ	1
10058146	재미도 없고 감동도 없고.. 평점 8.5 이해가 안감. 알바생들인가?	0
10077756	어디 디비디방에나 있을거같은 영화	0
2887151	패러디 영화네;;; 이거왠지 저질일듯;;	0
8715619	으리!으리!으리!으리!으리!	1
8936715	마지막의 억지 신파극만 아니면 볼만함	0
275561	역시 카트 짝퉁이자나~!	0
4430991	손발을 오그라들게 만드는 마리솔의 능청스런 연기만큼은 인정. 그외엔.. 이건 뭐..	0
10071097	딱 우리나라 여자애들이 좋아할 클라스	0
9440241	평점좋길래 하울의 움직이는성 같은건줄 알았는데 낚임....	0
7333183	나쁘지 않은 재난영화	1
5549151	기대를 하고 봐서 실제 주인공 나올때 빼고 별로임 하지만 실화를 잘 반영한거 같다	0
781596	재미있는데 왜들 그러는지. - -	1
9491051	한마디로 한편의 '결혼 앨범'.. 주인공들이 결혼하고.. 피로연하고.. 신혼 생활하고.. 그게 다였던듯.. 그냥 다음편을 궁금해서 보게 만들기위한 예고편을 길게 느러뜨려놓은 느낌.. 정말 지루함..	0
7124027	휴우...	0
8608950	다른직업도 다똑같이힘든데? 왜삼성만뭐라할까	0
4048689	이정도면 내가본 독립영화중 최곤데...평점들 엉망이네..ㅋㅋ	1
4639036	매우중요한 부분에서 갑자기 3탄에서계속;거기있는 초딩들도 다욕했음 어이가없어서	0
5123145	어으어엉 감동 떼거지로 먹음	1
7493996	꽉 찬 10점 드립니다. 오랜만에 만나는 감동의 가족 드라마!!	1
8187464	김규리 크크크크킄 이 정도로 연기 못하는 줄 이제 알았다!!	0
1700033	너무높다 깎아줘야되	0
7356788	광희오빠♥예원오삐 짱잘해용 화이팅!!	1
4430774	볼만하네용 ㅎ	1
7802585	본사람은 별 1개.알바는 5개 라는게 확연히보임. 자꾸 울나라 영화랑 비교하는데,울나라 어떤 OOO 영화도 이정도는 없음.영화관에서 본사람이나.다운받아 본사람이나 시간아까워 눈물쏟음. 이게 공포영화냐 코미디냐.밤에 거울에 비친 내얼굴이 더무섭다.	0
386875	1,2편보단 조금 덜하지만..재미있는데..ㅋㅋ	1
5480262	에미는 새끼를 지켜야한다.'처절한 복수를 끝낸 윤여정의 법정최후진술.	1
8989879	지금OCN에서 하길래 보려고 했는데 도입부가 너무 지루함	0
8549093	걸리버 여행기 원작을 보신분들이라면이영화가 참 한심하다는걸 볼수있습니다.'시사비평' 의소설을 '코미디' 로 '승격'시키다니 참;;	0
3498096	익숙한 느낌의 스릴러. 밑천이 보인다 보여..	0
9394731	거슬리는 음향좀 어떻게 했으면 좋겠다. 엉성한건 또 얼마나 엉성한지.. 차라리 찰리채플린 영화가 훨씬 유익하다	0
10123222	더스틴호프만 니콜키드먼 헐리웃 명품배우들이 출연한 영화에다가 무슨짓들인가? 상당히 불쾌하다!!	1
5664162	이거 무슨 얘기?	0
6810402	퍼팩트 정도까진 아니고 적당한 결말	1
9258184	어렵게 시작한 실존, 상업적 강박증에 묶이다.	0
9943250	전당포는 안하시는 우주파괴급 파워 아저씨	1
8978139	망작이 평점이 왜이리 높냐?	0
1352703	졸업작품. 어머니의 죽음의 의미는? 해석불능의 영화.	0
4567722	양요섭 표절논란	0
4745343	통일아시아를 엿보다.	0
2798874	티비채널돌리다가 이거하길레보는중! 이거돈주고보셔도 후회안할듯!별5개드려요&gt&ltㅋ	1
6101896	실화를 배경으로한 리얼한 재미.	1
6481539	차라리 클레멘타인이나 2번더 볼걸~ㅜㅜ 간만에 보는 쓰레기 영화~ 내 소중한 1시간 30분 ㅜㅜ	0
5426132	진짜 지겹다...	0
468221	영화의 가장 이상적인 형태. (10점에 가까운 9점)	1
5575311	영화관에서 본 영화중 가장 돈 아까웠던 영화.	0
4261329	아 진짜 재미없다.. 할로윈2? 염병	0
10027338	지루했어요 열자열자.	0
7771330	실력좋은 감독이 만들었으면 퀼리티쩌는 영화가되었을텐데.입술분장 완전 병맛~	0
9845396	이거 완전 OOO네.ㅋㅋ	0
9096153	재밌었는데 나는...	1
8839123	<브루스 올마이티> 보단 못한 게 사실이지만 그래도 상당히 재밌음	1
8745569	어렸을 때 진짜 재밌게 봤던 기억난다 , 기회되면 또 보고싶은 영화	1
764245	화질도 구리고 몬지도 모르는 이상한 영화. 보지말자	0
7443974	악역인 존트라볼타가 빛나는 영화	1
8634234	사회적 문제를 유쾌통쾌 담담함으로 그린 영화 최고다	1
1452586	3점. 알맞네ㅡㅡ	0
7239477	네이키드 킬러(적나고양) - 네이키드 웨폰 을 잇는 여성 킬러 액션 제3탄. 시대가 흐르면 감각도 업그레이드가 되어야 하는 법. 어뜨케 쌍팔년도에 나온 홍콩액션물 반도 못따라가니?	0
6490267	우연찮게 봤는데 재밌었어요(별점이해x) !!!ㅋㅋ 이영은씨 최성국씨 두분에 팬이되겠습니다!	1
2055312	외계인 아저씨가 너무 못생겨서 한표 ㄱ	1
8385031	형수를 사랑한 작은 관우의 모험기.	0
9024353	빈이 쫗아!!!근데 후갚자기 정떨어짐..좀짜증??	0
4461135	걸륜, 정말 후지게 나옴 걸륜팬은 안보는것이 정신건강에..린즈링 땜에 겨우 참고 봄.	0
5776425	최악의 영화. 2001년도에 1971년식 영화를 만든 감독. 1점도 아깝다.	0
7504181	다른 드라마 온통 짜집기 해서 걸레 만들었네. 아이 바꿔치기( MBC 짝패) 마무리(SBS 샐러리맨 초한지 김서형 정신병원) . 작가가 스토리 전개능력이 없어서 초기 설정한 인물들의 캐릭터가 죄다 망가진 잡탕찌개수준, 즉 일만 벌리고 수습못함	0
10192020	세상에...할말을 잃음	0
2414641	현실을 잘 살린 ㅇㅇ화	1
8178077	"인류는 죄를 범했다. 그 죄란 신앙이 약한 것이다!!", "내 말을 믿는다면 함께 기도해주길 바란다. 지구와 지구에 사는 모든 사람들을 위해서!!", 이딴 개소리가 판치는 이런 종교영화 너무 밥맛이넹	0
9146369	복수의 테마가 무색할 만큼 정체 숨기기 게임에만 몰두	0
9340131	로맨스의일주일이 끝나서 이제 무슨 낙으로 사나요. 한고은씨,조여정씨 또보고싶어요. 이렇게 티비보면서 설레인적은처음.. 나도 이탈리아여행 다녀온 기분♥남겨진사람들이 어쩐지 생각하니 슬퍼지네요.. 제발시즌2도만들어주세요^^박세현씨뒷이야기도 궁금해요^^	1
9825355	나도 입으로 해주는게 더 좋더라	1
2376246	그 어린 내가 재미없다고 느낄 정도면... -_-..	0
7646429	진심 실망한드라마 갈수록지루해지고 질질끌지를않나 그리고 나는 계속 둘이몸바껴서 경준이인모습으로 다란이한테 가는모습을 보고싶엇는데 결국 몸은바꼇어도 결말이 흐지부지 똑같이 윤재몸으로 경준이영혼이 감ㅋㅋ	0
10132340	THE BEST EVER	1
8684468	친구가 재미있다길래 봤는데..그냥 그저그런 뻔한 막장 인소느낌. 안보는걸 추천한다 내가 봐왔던 멜로중 가장 별로였다0점이없어 1점	0
1052683	시간이 아까웠다. 재미와 감동 어느하나 남는게 없다.	0
6402894	하아.....이게 뭐야	0
3366439	참 후진국스러운 영화답다.근데 한국영환가? 제작비를 한국에서 지원해서 그런가?.	0
9625173	솔까말 재밌었다. 어찌되었던 8점은 받을만하다.	1
6782420	다큐는그냥 메뉴하나더만드삼 다큐는좀따로놀았으면좋겠음	0
9477860	사랑의 의미. 감정변화를 제대로 느낄수 있었음. 책읽어봐야지!	1
9256593	바세코를 향한 사랑과 희망 가족과 함께 지금현재 우리의 삶의 감사함을 느끼게 한다.잊혀져 가는 기부문화가 다시 회복되길 바랍니다.~	1
8351468	으아아 더빙을 어떻게한거냐	0
6022272	완전재미있어 스티치대박귀여워	1
6070707	오사카에서 봤더니 후~ 이게 방송이라고?	0
2150647	실수를 두려워하지 말고 사랑하라...명배우들의 명연기로 더욱 가슴 찌잉~	1
9868538	도대체 진실이 뭔데???	0
9501193	클레멘타인 7광구 그리고 r2b	0
9823847	일단 여자들이 많이 나와서 10점 줍니다.	1
9472246	올해 보낸 시간 중에 가장 아까웠던 이 영화 본 2시간....발킬머 나오는 영화는 대부분 다 재미없더라...	0
8622768	작품을 중심으로 중간중간 단원들과의 에피소드로그녀, 그리고 그녀가 오롯이 반영된 작품들의 궤적을 훑는다. 3D의 은혜로 생생히 살아움직이는 몸짓들! 자연물들.	1
1703159	느낌좋은 영화	1
3652994	나도 줘볼까 몇개올라가나	1
10203687	Hugh Grant - Don't Write Me Off , Hugh Grant & Haley Bennett - Way Back Into Love ....乃	1
5832643	김수로성동일짱!이렇게재밌는영화를왜 몰랐을꼬	1
7841076	점점내용이 산으로가는듯 아무리 못되고 막장이어도 씨도둑하며, 후궁이다른남자와관계라니... 그리고갑자기 왠유산? 이러다 50부작안에못끝날듯이거 쓴사람 인수대비때도 내용이 산으로가다가 10부작연장했는데..	0
8555523	좀 황당한데 1점 등록하고 혹시나 하고 찾았는데 평점 지워짐 이런 것도 관리 하나봐요 황당평점 관리할 시간에 내용 보수하세요	0
10064294	베스트리뷰ㅋ. 이래서 네이버 평점은 못믿는데. 본인얘기하나?	0
5434070	그저 테론밖에 보이지 않으니... 오히려 그게 다행으로 여겨지는 엉망인 서사.	0
253509	별로 같은뎅..	0
6200235	최근에 본 영화 중 가장 울림이 큰 영화	1
9769712	홍상수감독을 느껴보려했지만 철학만 가득했고 재미는 없었다 홍상수감독영화는 특유의 재미가 있는데 말이다. 영화제작이 꿈이라면 꿈을 이룬것에만 만족하는건 어떨까?	0
10111023	사랑하기때문에 일어난 따뜻하고 신나는 이야기	1
30379	지루함이 있었다,	0
4215720	진짜 무서울것같이 뻥튀겨 놓더만.... 고작 등장하는것이라곤...무섭지도 않음	0
10271639	매순간 최선을.그런다면 내게도 최상의 결과가 생길지도!	1
799762	내가 이해못했을수 있지만. 난그의환상을 보고싶진않았다.	0
2458312	뭔지모를 정체모를 영화.	0
5049295	역시 최고의 배우와 감독은 완성도 높은 연출과 연기로 언제나 관객에게 감동을 준다.	1
7324786	일본 애니 요즘 왜 전부 이런겨....기대 많이했는데 내용이 참 안타깝네~일본 애니 그림체만 점점좋아지고 내용은 점점 쓰레기구나~~~ㅉㅉ	0
3997394	식상한 멜로영화.. 영화음악은 은근히 영화에 어울린다..	0
3945076	역시 충분히 재밌음.	1
2829832	노예상, 마약상 영국이 도덕적이었던 척 하는 얘기. 상당히 늘어진다	0
9311922	보고나서 정말 후회되는 영화중에 하나 평조차 하기 싫다	0
7254988	어렵다 평하기가...보고 느꼈음함	1
2144078	슬프다...별 10개 아깝지 않다.	1
1931024	원작소설도 쓰레기. 영화는 더 쓰레기.	0
9681763	정말 무서운 영화다 감독이 무섭고 진짜 무서운 반전은 2편이 나올까봐 무섭다 오인천 감독은 세계적 거장 우베볼을 잇는 진정 한국의 우베볼이다	0
8772611	평점이왜이래....	1
7311217	징그러워도 재밌음	1
6344220	이런 식의 공포물은 별로	0
7068603	어릴 때 비디오방에서 매일 빌려 봤었는데ㅎㅎ 다시 봐도 좋네ㅋ 츤데레 스노우 벨	1
7774822	어설픈 한국영화보다 나은 수작임.. 특히 여자들 몸 간수 잘 하길 바라는 감독의 의도가 보인다..ㅋㅋ	1
2679500	사랑하는 사람과 함께 늙을수 없는것 그것이 주인공에게 내려진 저주이다	1
7729051	보이는 공포. 보이지 않는 공포. 어느것이 더 두려운가?	0
9213983	바보같다고 생각하지만 그렇게살아보고싶다	1
1097673	개키우는입장인데도-좋은점수를못주겠다.시시하고,지루하다	0
174705	다시 보고 싶은 .,....>_신고	1
3424227	무엇보다 우리는 감독의 이름을 주시할 필요가 있다.	1
8740700	재밌는데 평점이 과소하여 10점	1
10141871	배우들 연기 :10점, 연출 :10점 , 스토리 : 10노잼 .. 내용이 짜집기가 안될거같을때 주인공이 "이건현실이 아니야!!" 한마디하면서 게속 얼렁뚱땅 넘어가는느낌? 보는데 진짜 찝찝;; 내용이 앞뒤는 안맞고 뭐 자꾸 이건현실이 아니라면서넘어가니	0
10124386	노잼 핵노잼 원폭노잼원작하고 너무다름...	0
1908328	후후...보면서 욕 무지 많이했던...만들지 말지 정말..	0
8766563	클레멘타인 이후 이런 영화는 처음이었다.	1
7436189	.....하.... 뭐라 할말이 없네.....	0
8148890	말로 표현못함 ㄷㄷ 진짜	1
514341	터키와그리스에서의 추억이 다시금 새록새록 녹아들었던 영화.	1
7965489	감상을 적기가 어려울 만큼 너무나 좋은 영화. 모든게 거의 완벽에 가깝다.	1
9241538	와 살다살다 이렇게질떨어진 허접나부랭이를봣나.이딴걸 인기영화라고올려논 올레티비 양아치짓보소	0
1579881	어설프다 많이 어설프다. 남경이가 그나마 좋은 연기 보여줬다.	0
8014165	올해 최악의 영화!	0
9130892	뭔가 역동적인 씬 없이 잔잔하게 흘러가도 묵직한 분위기로 보는 이를 장악함. 김기덕감독 영화 처음보는데 잘만들었다는 생각이 절로 들었다.	1
4405587	이거 이제 완전 코미디로 가닥 잡었구만...ㅋㅋ	0
4487355	돈도 아깝고 시간도 아까운영화	0
4825624	영상자료원에서 봤는데 정말 기대이상으로 재밌었습니다. 부디 DVD출시되기를...	1
7533544	큐브1편을 보고나서 실망이컸던영화.. 보는내내 지루했다..	0
10006185	아 눈꺼플이 ㅠ.ㅠ 내려온다	0
7562692	마음이 따뜻해 지는 영화.	1
7527743	난도질과 피로 물든 졸작 공포영화따위 보단 이렇게 잔잔하면서도 슬픈 사연 깃든 공포영화가 훨씬 좋습니다. 의외로 재밌게 본 영화 . . . 스토리도 탄탄하고 결말도 반전 쩔고 . . .	1
491764	이햐..전격Z작전도 있었구나.ㅋㅋㅋ 너무 반갑네~	1
4871241	그 당시 보았다면 더 멋진 영화가 되었을걸...마지막은 눈물 나네요.역시 윤발이 형님	1
9467073	여기 호감순보면 순 친일파에 알지도 못하는 사무라이 역사를 말하고있네. 이 영화는 옛 사무라이의 더러운 것들을 미화시켜서 내논 영화입니다. 군사철학은 없고 단지 주군에 충성한 살인청부업자들이 모인 단체입니다. 글을 읽을줄 아는사람도 별로 없다고 하네요	0
5440343	OO같은감독새끼 무슨오즈의마법사냐 마지막철통에서 나오는새끼 감독새끼임미친놈	0
5496609	성유리, 정겨운, 김민준 등 정말재밌게 연기잘하네요..	1
7734112	극장판 싸구려 포르노	0
8952397	결말 알고 다시 봐도 재미짐. 괜찮은 오락영화다	1
9945912	매력이었던 대규모해상전과 큰배들이 펼치는 박진감넘치는 전투장면들은 나오지도않고 터너같은 매력적인 캐릭터들이 빠져 영화의 매력이 사라졌다 아무리 잭스패로우라도해도 영화전체를 캐리하기는 불가능 새로나온 캐릭터들은 너무 진부한 해적캐릭터들 실망이다	0
8658046	쓰레기영화. 몰아가는 힘도 부족. 긴장감도 없음. 치밀한 두뇌싸움도 없고 시원한 액션도 없음. 시덥잖은 씬만 줄줄이 늘어놨음. 영국 내수용 영화. 더도 덜도 아님.	0
9990961	지금의 한국을 대변하는것 같은 희대의 예언극!! 아마도 개봉 당시엔 너무 나간 설정이 아닌가 하는 의구심으로 이런 평점테러를 당했다고 본다; 이 영환 아무리 낮게 줘도 9점대 인데// 재평가가 필요한 영화임!!	1
7009602	정말 막장... 그렇게 당하고도 지네 작업실문 절대 안잠그고 맨날 도난당하고.. 초등학생애들도 이러게 망청한 짓들은 안하겠다.짜증나서 다시는 안 볼꺼임..	0
9372581	극장에서 영화보다 중간에 나온 유일무이한 영화	0
10270508	공포 호러 영화 같은데.	0
8085051	진부한 스토리를 영상으로 이해시키지 못하고 말로 풀어내며 부족한 능력을 드러낸다. 장면으로는 좋지만 사건들의 연결은 어설프다	0
9618524	믿고 보는 스티브 부셰미. 그리고 생각보다 연기를 잘했던 시에나 밀러.	1
99475	정말 일본드라마의 매력을 한눈에...^^	1
7991758	정신줄 놓고 만들엇나? 줄거리에 수꼴이란말이 나오네거기다 할아버지를 죽여? 좌빨들의 인민재판엔 가족도 나이도 없다는거 광고하는 영화구나북한에 보내라 . 김정은 좋아하겟다	0
8640908	스타들의 뷰티비법,몸매비법을 알수있어서 매주 챙겨보게됩니다~!^^게다가 서인영씨가 엠씨고... 시즌4!!거의 시즌1,2에서 끝나는데 시즌4까지온거보니 더 신뢰감이가고요.앞으로도 많은 뷰티비법 알려주세용~~!!^^	1
4124604	아니 영화하기 싫으면 중간에 다른감독한테 넘겨주든가? 이게뭐냐?ㅡㅡ	0
8518394	이게 7점대 영화는 아니라고 생각한다 정말 소름끼치는 영화!	1
9177693	그때 참 재밌게봤는데 평점이 왤케 낮죠...	1
8964089	기자 평점은 걍 없앴으면 한다. 특별하지도 않은 한마디	1
9945845	시리즈물영화중 최고캐리비안의 해적~	1
4629486	리메이크작이 나왔으면 하는 영화	1
9557916	연기는 잘하는데 진심재미없다. 공포라면서 역시 우리나라공포영화는... 재미없다.. 외국따라잡으려면 한참 멀었다.내용도 지루하고 이걸 왜보는지모르겟다.	0
316311	지금 보고 있는데 순위놀이 그만하"삼"	1
6461180	빈약한 스토리 라인을 커버하기 위해 깜짝깜짝 놀라게 하려는 단발적인 장치만이 영화의 전부였다.	0
7547476	어릴때 재미있게봤는데;..이영화 다시볼 방법 없나요	1
10005806	어수선하고 뭘 말하고자 하는지 모르겠고, 그냥 감옥에서 일어나는 오바 소동들 오렌지 이즈 더 뉴 블랙하고 비슷하지만, 재미는 반도 못따라감	0
7971654	Junk, not KillingTime but WasteTime Movie	0
2756143	특별한 교감과 침묵의 삶. 수작이라고 생각되는 최고의 영화였습니다.	1
9000511	블레이드 시리즈는 2편만 보면 될 거 같다. 액션과 내용전개 다 훌륭하다.	1
1158431	지루하기 짝이없는 개똥철학의 결정판...욕나오네..	0
4794226	수잔새런든 연기하나는.. 근데티브드라마같음	1
65144	뚱보흑인 사무라이라... -_-;; 말이 안나왔다.	0
3792353	지루하지않고몰입하고본 영화,, 이게 사실이라니..정말경악할 만한 일이다..;;	1
9293296	지금내가보는게 전설의고향 ? 의천도룡기 ? 난도대채 멀보는거야 아우 쪽팔려	0
254891	좋다... 이 시대를 사는 나의 모습이기도하고...	1
4636105	1억 달러 vs SWAT !! 콜린 파렐, 제레미 레너 때문에 꾸역꾸역 봤는데 왕창 실망^-^o	0
4623845	감명깊었다.	1
3823444	지루한 앞부분 허무한 뒷부분	0
9330836	애니메트릭스 기법의 신세계라고 하면서 거북이들의 얼굴근육이 모두 모터가 달린 그 당시 최첨단 영화였다. 그러기에 넘지 못했던거다. 그 느낌을 살리지 못했기에.	1
7780860	세상에 공친시간이란 없다. 어떤 시간이든 그 시간 이후와 이전은 뭔가가 달라져있고 그래서 오늘은 어제가 아니다	0
6170858	에로틱함속의 애절함을 볼수있는영화. 커피마실때 엉엉이 아니라 나도모르게 눈물이흘렀다.찡	1
166691	쯧쯧...;;	0
